% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 50.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 14:08:44 +0800
% Time (s), Probe A (Probe A) (V)
-5.715750656000e+00, 6.068332e-02
-5.704546048000e+00, 1.564790e-02
-5.693341440000e+00, 1.747985e-02
-5.682136832000e+00, 4.350880e-03
-5.670932224000e+00, 3.900525e-02
-5.659727616000e+00, 5.900403e-02
-5.648523008000e+00, 1.259465e-02
-5.637318400000e+00, -1.228933e-02
-5.626113792000e+00, -2.213605e-03
-5.614909184000e+00, 6.228628e-02
-5.603704576000e+00, 7.465193e-02
-5.592499968000e+00, 2.625794e-02
-5.581295360000e+00, -3.427272e-02
-5.570090752000e+00, -2.358635e-02
-5.558886144000e+00, 2.442599e-02
-5.547681536000e+00, 4.190584e-02
-5.536476928000e+00, 2.488398e-02
-5.525272320000e+00, -2.129641e-02
-5.514067712000e+00, -3.610467e-02
-5.502863104000e+00, 8.854422e-03
-5.491658496000e+00, 6.312592e-02
-5.480453888000e+00, 4.663838e-02
-5.469249280000e+00, -2.984551e-02
-5.458044672000e+00, -5.564546e-02
-5.446840064000e+00, -4.732536e-03
-5.435635456000e+00, 5.778273e-02
-5.424430848000e+00, 4.305081e-02
-5.413226240000e+00, -2.450232e-02
-5.402021632000e+00, -4.793601e-02
-5.390817024000e+00, 9.617734e-03
-5.379612416000e+00, 7.846849e-02
-5.368407808000e+00, 4.801234e-02
-5.357203200000e+00, -2.702125e-02
-5.345998592000e+00, -6.075965e-02
-5.334793984000e+00, -1.526624e-02
-5.323589376000e+00, 6.068332e-02
-5.312384768000e+00, 7.663654e-02
-5.301180160000e+00, 1.801417e-02
-5.289975552000e+00, -5.083659e-02
-5.278770944000e+00, -1.465559e-02
-5.267566336000e+00, 6.900342e-02
-5.256361728000e+00, 5.610345e-02
-5.245157120000e+00, 8.167441e-03
-5.233952512000e+00, -3.473071e-02
-5.222747904000e+00, -2.671593e-03
-5.211543296000e+00, 6.892709e-02
-5.200338688000e+00, 8.091109e-02
-5.189134080000e+00, 5.320286e-02
-5.177929472000e+00, 3.816561e-04
-5.166724864000e+00, -1.511358e-02
-5.155520256000e+00, 4.556974e-02
-5.144315648000e+00, 6.518686e-02
-5.133111040000e+00, 3.442538e-02
-5.121906432000e+00, -1.564790e-02
-5.110701824000e+00, -6.411822e-03
-5.099497216000e+00, 4.045555e-02
-5.088292608000e+00, 4.946263e-02
-5.077088000000e+00, 5.297387e-02
-5.065883392000e+00, 2.366268e-02
-5.054678784000e+00, 5.343185e-04
-5.043474176000e+00, 2.289937e-04
-5.032269568000e+00, 3.175379e-02
-5.021064960000e+00, 6.419456e-02
-5.009860352000e+00, 3.503603e-02
-4.998655744000e+00, 8.549097e-03
-4.987451136000e+00, 3.740230e-03
-4.976246528000e+00, 3.572301e-02
-4.965041920000e+00, 5.182890e-02
-4.953837312000e+00, 2.366268e-02
-4.942632704000e+00, 2.221239e-02
-4.931428096000e+00, 2.060943e-02
-4.920223488000e+00, 1.908281e-02
-4.909018880000e+00, 2.656326e-02
-4.897814272000e+00, 3.335674e-02
-4.886609664000e+00, 3.137213e-02
-4.875405056000e+00, 8.625428e-03
-4.864200448000e+00, 7.022472e-03
-4.852995840000e+00, 2.144907e-02
-4.841791232000e+00, 3.450171e-02
-4.830586624000e+00, 3.244077e-02
-4.819382016000e+00, 5.343185e-03
-4.808177408000e+00, -1.289998e-02
-4.796972800000e+00, 2.366268e-03
-4.785768192000e+00, 3.724964e-02
-4.774563584000e+00, 4.877565e-02
-4.763358976000e+00, 1.137335e-02
-4.752154368000e+00, -2.747924e-02
-4.740949760000e+00, -1.251832e-02
-4.729745152000e+00, 2.747924e-02
-4.718540544000e+00, 4.343246e-02
-4.707335936000e+00, 1.915914e-02
-4.696131328000e+00, -3.808928e-02
-4.684926720000e+00, -5.335552e-02
-4.673722112000e+00, 2.389167e-02
-4.662517504000e+00, 5.381351e-02
