% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 50.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 14:11:06 +0800
% Time (s), Probe A (Probe A) (V)
-1.216115465600e+01, 2.067049e-01
-1.214758518400e+01, 1.986902e-01
-1.213401571200e+01, 2.167807e-02
-1.212044624000e+01, -1.164814e-01
-1.210687676800e+01, -1.105276e-01
-1.209330729600e+01, 5.221055e-02
-1.207973782400e+01, 7.075904e-02
-1.206616835200e+01, 9.892526e-02
-1.205259888000e+01, -7.694187e-02
-1.203902940800e+01, 1.149548e-01
-1.202545993600e+01, -1.180081e-01
-1.201189046400e+01, -2.002931e-01
-1.199832099200e+01, 2.160174e-02
-1.198475152000e+01, 1.500672e-01
-1.197118204800e+01, 2.579995e-01
-1.195761257600e+01, 1.902174e-01
-1.194404310400e+01, 4.511175e-02
-1.193047363200e+01, -5.679043e-02
-1.191690416000e+01, -1.552577e-01
-1.190333468800e+01, -2.059416e-01
-1.188976521600e+01, -1.141152e-01
-1.187619574400e+01, 1.799890e-01
-1.186262627200e+01, 2.716628e-01
-1.184905680000e+01, 2.299860e-01
-1.183548732800e+01, 1.310607e-01
-1.182191785600e+01, 1.055661e-01
-1.180834838400e+01, 4.244016e-02
-1.179477891200e+01, 1.093063e-01
-1.178120944000e+01, -1.007572e-02
-1.176763996800e+01, 8.152174e-02
-1.175407049600e+01, 3.412006e-02
-1.174050102400e+01, 2.679226e-02
-1.172693155200e+01, -8.946019e-02
-1.171336208000e+01, -3.770762e-02
-1.169979260800e+01, 1.061004e-01
-1.168622313600e+01, 9.694065e-02
-1.167265366400e+01, 2.259404e-02
-1.165908419200e+01, 8.640694e-02
-1.164551472000e+01, 1.160235e-01
-1.163194524800e+01, -2.076209e-02
-1.161837577600e+01, -7.274365e-02
-1.160480630400e+01, -2.101398e-01
-1.159123683200e+01, 8.320103e-02
-1.157766736000e+01, 1.811340e-01
-1.156409788800e+01, 4.854666e-02
-1.155052841600e+01, 2.099109e-02
-1.153695894400e+01, 2.686859e-02
-1.152338947200e+01, 2.038044e-02
-1.150982000000e+01, -1.838819e-01
-1.149625052800e+01, -1.952553e-01
-1.148268105600e+01, 5.747741e-02
-1.146911158400e+01, 3.161639e-01
-1.145554211200e+01, 9.106315e-02
-1.144197264000e+01, 5.228689e-02
-1.142840316800e+01, 3.595200e-02
-1.141483369600e+01, -7.633122e-04
-1.140126422400e+01, -1.065584e-01
-1.138769475200e+01, -3.663135e-01
-1.137412528000e+01, -1.577003e-01
-1.136055580800e+01, 7.900281e-02
-1.134698633600e+01, 1.299157e-01
-1.133341686400e+01, -6.045433e-02
-1.131984739200e+01, -6.243894e-02
-1.130627792000e+01, 1.061004e-02
-1.129270844800e+01, -1.435027e-02
-1.127913897600e+01, -1.078560e-01
-1.126556950400e+01, -4.404311e-02
-1.125200003200e+01, 9.228445e-02
-1.123843056000e+01, 1.662494e-01
-1.122486108800e+01, -7.396495e-02
-1.121129161600e+01, -1.735009e-01
-1.119772214400e+01, -1.607535e-01
-1.118415267200e+01, -1.450293e-03
-1.117058320000e+01, -7.938447e-03
-1.115701372800e+01, 3.396739e-02
-1.114344425600e+01, 1.632725e-01
-1.112987478400e+01, 2.677699e-01
-1.111630531200e+01, 1.776227e-01
-1.110273584000e+01, -2.022777e-02
-1.108916636800e+01, -6.541586e-02
