% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 10.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 16:47:09 +0800
% Time (s), Probe A (Probe A) (V)
-1.000011264000e+01, -2.747924e-03
-9.980504576000e+00, -1.221300e-03
-9.960896512000e+00, 2.289937e-03
-9.941288448000e+00, 5.801173e-03
-9.921680384000e+00, 7.633122e-03
-9.902072320000e+00, 6.946141e-03
-9.882464256000e+00, 5.037861e-03
-9.862856192000e+00, 3.663899e-03
-9.843248128000e+00, 3.434905e-03
-9.823640064000e+00, 4.579873e-03
-9.804032000000e+00, 5.648510e-03
-9.784423936000e+00, 5.648510e-03
-9.764815872000e+00, 5.190523e-03
-9.745207808000e+00, 4.961529e-03
-9.725599744000e+00, 5.037861e-03
-9.705991680000e+00, 5.724842e-03
-9.686383616000e+00, 6.793479e-03
-9.666775552000e+00, 7.098803e-03
-9.647167488000e+00, 6.717147e-03
-9.627559424000e+00, 6.259160e-03
-9.607951360000e+00, 5.953835e-03
-9.588343296000e+00, 5.724842e-03
-9.568735232000e+00, 5.724842e-03
-9.549127168000e+00, 6.106498e-03
-9.529519104000e+00, 7.022472e-03
-9.509911040000e+00, 7.938447e-03
-9.490302976000e+00, 8.930753e-03
-9.470694912000e+00, 9.770396e-03
-9.451086848000e+00, 1.038105e-02
-9.431478784000e+00, 1.099170e-02
-9.411870720000e+00, 1.106803e-02
-9.392262656000e+00, 1.167868e-02
-9.372654592000e+00, 1.289998e-02
-9.353046528000e+00, 1.351063e-02
-9.333438464000e+00, 1.358696e-02
-9.313830400000e+00, 1.328163e-02
-9.294222336000e+00, 1.251832e-02
-9.274614272000e+00, 1.190767e-02
-9.255006208000e+00, 1.167868e-02
-9.235398144000e+00, 1.137335e-02
-9.215790080000e+00, 1.175501e-02
-9.196182016000e+00, 1.228933e-02
-9.176573952000e+00, 1.152601e-02
-9.156965888000e+00, 1.076270e-02
-9.137357824000e+00, 9.770396e-03
-9.117749760000e+00, 7.862116e-03
-9.098141696000e+00, 6.564485e-03
-9.078533632000e+00, 5.877504e-03
-9.058925568000e+00, 4.732536e-03
-9.039317504000e+00, 3.892892e-03
-9.019709440000e+00, 3.434905e-03
-9.000101376000e+00, 3.205911e-03
-8.980493312000e+00, 4.350880e-03
-8.960885248000e+00, 6.030166e-03
-8.941277184000e+00, 7.022472e-03
-8.921669120000e+00, 7.709453e-03
-8.902061056000e+00, 8.167441e-03
-8.882452992000e+00, 8.014778e-03
-8.862844928000e+00, 8.243772e-03
-8.843236864000e+00, 8.625428e-03
-8.823628800000e+00, 8.472765e-03
-8.804020736000e+00, 8.167441e-03
-8.784412672000e+00, 7.862116e-03
-8.764804608000e+00, 7.404128e-03
-8.745196544000e+00, 7.404128e-03
-8.725588480000e+00, 7.709453e-03
-8.705980416000e+00, 7.862116e-03
-8.686372352000e+00, 7.633122e-03
-8.666764288000e+00, 6.717147e-03
-8.647156224000e+00, 5.801173e-03
-8.627548160000e+00, 6.030166e-03
-8.607940096000e+00, 6.946141e-03
-8.588332032000e+00, 7.556791e-03
-8.568723968000e+00, 8.091109e-03
-8.549115904000e+00, 8.167441e-03
-8.529507840000e+00, 7.938447e-03
-8.509899776000e+00, 7.556791e-03
-8.490291712000e+00, 7.480460e-03
-8.470683648000e+00, 7.556791e-03
-8.451075584000e+00, 7.938447e-03
-8.431467520000e+00, 8.167441e-03
-8.411859456000e+00, 7.785784e-03
-8.392251392000e+00, 7.098803e-03
-8.372643328000e+00, 6.335491e-03
-8.353035264000e+00, 6.106498e-03
-8.333427200000e+00, 6.564485e-03
-8.313819136000e+00, 7.404128e-03
-8.294211072000e+00, 8.778090e-03
-8.274603008000e+00, 1.030471e-02
-8.254994944000e+00, 1.144968e-02
-8.235386880000e+00, 1.206033e-02
-8.215778816000e+00, 1.213666e-02
-8.196170752000e+00, 1.213666e-02
-8.176562688000e+00, 1.244199e-02
-8.156954624000e+00, 1.312897e-02
-8.137346560000e+00, 1.404494e-02
-8.117738496000e+00, 1.473193e-02
-8.098130432000e+00, 1.473193e-02
-8.078522368000e+00, 1.381595e-02
-8.058914304000e+00, 1.274731e-02
-8.039306240000e+00, 1.221300e-02
-8.019698176000e+00, 1.259465e-02
-8.000090112000e+00, 1.274731e-02
-7.980482048000e+00, 1.221300e-02
-7.960873984000e+00, 1.144968e-02
-7.941265920000e+00, 1.045738e-02
-7.921657856000e+00, 1.015205e-02
-7.902049792000e+00, 1.122069e-02
-7.882441728000e+00, 1.244199e-02
-7.862833664000e+00, 1.289998e-02
-7.843225600000e+00, 1.236566e-02
-7.823617536000e+00, 1.190767e-02
-7.804009472000e+00, 1.175501e-02
-7.784401408000e+00, 1.152601e-02
-7.764793344000e+00, 1.068637e-02
-7.745185280000e+00, 9.236078e-03
-7.725577216000e+00, 7.862116e-03
-7.705969152000e+00, 6.869810e-03
-7.686361088000e+00, 6.793479e-03
-7.666753024000e+00, 7.709453e-03
-7.647144960000e+00, 9.007084e-03
-7.627536896000e+00, 9.770396e-03
-7.607928832000e+00, 9.694065e-03
-7.588320768000e+00, 9.541403e-03
-7.568712704000e+00, 9.846727e-03
-7.549104640000e+00, 1.045738e-02
-7.529496576000e+00, 1.114436e-02
-7.509888512000e+00, 1.083903e-02
-7.490280448000e+00, 9.999390e-03
-7.470672384000e+00, 9.465071e-03
-7.451064320000e+00, 9.236078e-03
-7.431456256000e+00, 9.236078e-03
-7.411848192000e+00, 9.083415e-03
-7.392240128000e+00, 8.396434e-03
-7.372632064000e+00, 7.785784e-03
-7.353024000000e+00, 7.633122e-03
-7.333415936000e+00, 6.869810e-03
-7.313807872000e+00, 5.495848e-03
-7.294199808000e+00, 4.961529e-03
-7.274591744000e+00, 5.877504e-03
-7.254983680000e+00, 7.556791e-03
-7.235375616000e+00, 9.541403e-03
-7.215767552000e+00, 1.152601e-02
-7.196159488000e+00, 1.289998e-02
-7.176551424000e+00, 1.381595e-02
-7.156943360000e+00, 1.480826e-02
-7.137335296000e+00, 1.518991e-02
-7.117727232000e+00, 1.465559e-02
-7.098119168000e+00, 1.419761e-02
-7.078511104000e+00, 1.381595e-02
-7.058903040000e+00, 1.328163e-02
-7.039294976000e+00, 1.373962e-02
-7.019686912000e+00, 1.702186e-02
-7.000078848000e+00, 2.190706e-02
-6.980470784000e+00, 2.663960e-02
-6.960862720000e+00, 3.160113e-02
-6.941254656000e+00, 3.572301e-02
-6.921646592000e+00, 3.747863e-02
-6.902038528000e+00, 3.816561e-02
-6.882430464000e+00, 3.679165e-02
-6.862822400000e+00, 3.427272e-02
-6.843214336000e+00, 3.305142e-02
-6.823606272000e+00, 3.114314e-02
-6.803998208000e+00, 2.534197e-02
-6.784390144000e+00, 1.755618e-02
-6.764782080000e+00, 8.930753e-03
-6.745174016000e+00, 0.000000e+00
-6.725565952000e+00, -6.717147e-03
-6.705957888000e+00, -1.045738e-02
-6.686349824000e+00, -1.404494e-02
-6.666741760000e+00, -1.847216e-02
-6.647133696000e+00, -2.343368e-02
-6.627525632000e+00, -2.679226e-02
-6.607917568000e+00, -2.518930e-02
-6.588309504000e+00, -1.831949e-02
-6.568701440000e+00, -9.388740e-03
-6.549093376000e+00, -1.831949e-03
-6.529485312000e+00, 3.053249e-03
-6.509877248000e+00, 6.030166e-03
-6.490269184000e+00, 8.320103e-03
-6.470661120000e+00, 1.030471e-02
-6.451053056000e+00, 1.213666e-02
-6.431444992000e+00, 1.381595e-02
-6.411836928000e+00, 1.488459e-02
-6.392228864000e+00, 1.557157e-02
-6.372620800000e+00, 1.664021e-02
-6.353012736000e+00, 1.717452e-02
-6.333404672000e+00, 1.473193e-02
-6.313796608000e+00, 1.007572e-02
-6.294188544000e+00, 9.312409e-03
-6.274580480000e+00, 1.893014e-02
-6.254972416000e+00, 3.495970e-02
-6.235364352000e+00, 4.511175e-02
-6.215756288000e+00, 3.579934e-02
-6.196148224000e+00, 1.282364e-02
-6.176540160000e+00, -4.579873e-03
-6.156932096000e+00, 2.373901e-02
-6.137324032000e+00, 1.264808e-01
-6.117715968000e+00, 2.908983e-01
-6.098107904000e+00, 4.196690e-01
