% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 10.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 16:42:11 +0800
% Time (s), Probe A (Probe A) (V)
-1.000011264000e+01, 3.602834e-02
-9.980504576000e+00, 3.541769e-02
-9.960896512000e+00, 3.335674e-02
-9.941288448000e+00, 3.236444e-02
-9.921680384000e+00, 3.160113e-02
-9.902072320000e+00, 2.976918e-02
-9.882464256000e+00, 2.885320e-02
-9.862856192000e+00, 2.847155e-02
-9.843248128000e+00, 2.656326e-02
-9.823640064000e+00, 2.328102e-02
-9.804032000000e+00, 1.671654e-02
-9.784423936000e+00, 6.411822e-03
-9.764815872000e+00, -3.663899e-03
-9.745207808000e+00, -1.175501e-02
-9.725599744000e+00, -1.725086e-02
-9.705991680000e+00, -1.877748e-02
-9.686383616000e+00, -1.801417e-02
-9.666775552000e+00, -1.747985e-02
-9.647167488000e+00, -1.656387e-02
-9.627559424000e+00, -1.549524e-02
-9.607951360000e+00, -1.496092e-02
-9.588343296000e+00, -1.396861e-02
-9.568735232000e+00, -1.267098e-02
-9.549127168000e+00, -1.183134e-02
-9.529519104000e+00, -1.053371e-02
-9.509911040000e+00, -8.549097e-03
-9.490302976000e+00, -6.946141e-03
-9.470694912000e+00, -4.961529e-03
-9.451086848000e+00, -1.297631e-03
-9.431478784000e+00, 1.831949e-03
-9.411870720000e+00, 2.900586e-03
-9.392262656000e+00, 3.358574e-03
-9.372654592000e+00, 4.503542e-03
-9.353046528000e+00, 8.014778e-03
-9.333438464000e+00, 1.343429e-02
-9.313830400000e+00, 1.740352e-02
-9.294222336000e+00, 1.908281e-02
-9.274614272000e+00, 1.992245e-02
-9.255006208000e+00, 2.068576e-02
-9.235398144000e+00, 2.259404e-02
-9.215790080000e+00, 2.526563e-02
-9.196182016000e+00, 2.503664e-02
-9.176573952000e+00, 2.137274e-02
-9.156965888000e+00, 1.572423e-02
-9.137357824000e+00, 7.633122e-03
-9.117749760000e+00, -3.816561e-04
-9.098141696000e+00, -5.495848e-03
-9.078533632000e+00, -7.251466e-03
-9.058925568000e+00, -2.747924e-03
-9.039317504000e+00, 6.564485e-03
-9.019709440000e+00, 1.541891e-02
-9.000101376000e+00, 1.992245e-02
-8.980493312000e+00, 1.801417e-02
-8.960885248000e+00, 1.152601e-02
-8.941277184000e+00, 5.953835e-03
-8.921669120000e+00, 4.503542e-03
-8.902061056000e+00, 6.335491e-03
-8.882452992000e+00, 9.846727e-03
-8.862844928000e+00, 1.320530e-02
-8.843236864000e+00, 1.564790e-02
-8.823628800000e+00, 1.747985e-02
-8.804020736000e+00, 1.870115e-02
-8.784412672000e+00, 2.007511e-02
-8.764804608000e+00, 2.251771e-02
-8.745196544000e+00, 2.465498e-02
-8.725588480000e+00, 2.572362e-02
-8.705980416000e+00, 2.427333e-02
-8.686372352000e+00, 1.961712e-02
-8.666764288000e+00, 1.412128e-02
-8.647156224000e+00, 9.388740e-03
-8.627548160000e+00, 4.885198e-03
-8.607940096000e+00, 2.442599e-03
-8.588332032000e+00, 2.213605e-03
-8.568723968000e+00, 1.984612e-03
-8.549115904000e+00, 3.129580e-03
-8.529507840000e+00, 4.503542e-03
-8.509899776000e+00, 4.350880e-03
-8.490291712000e+00, 5.114192e-03
-8.470683648000e+00, 6.564485e-03
-8.451075584000e+00, 7.709453e-03
-8.431467520000e+00, 9.999390e-03
-8.411859456000e+00, 1.221300e-02
-8.392251392000e+00, 1.381595e-02
-8.372643328000e+00, 1.839582e-02
-8.353035264000e+00, 2.488398e-02
-8.333427200000e+00, 3.022716e-02
-8.313819136000e+00, 3.511236e-02
-8.294211072000e+00, 3.877626e-02
-8.274603008000e+00, 4.228750e-02
-8.254994944000e+00, 4.732536e-02
-8.235386880000e+00, 5.045494e-02
-8.215778816000e+00, 4.740169e-02
-8.196170752000e+00, 4.053188e-02
-8.176562688000e+00, 3.129580e-02
-8.156954624000e+00, 2.328102e-02
-8.137346560000e+00, 2.007511e-02
-8.117738496000e+00, 1.923547e-02
-8.098130432000e+00, 1.862482e-02
-8.078522368000e+00, 1.908281e-02
-8.058914304000e+00, 1.946446e-02
-8.039306240000e+00, 1.885381e-02
-8.019698176000e+00, 1.824316e-02
-8.000090112000e+00, 1.648754e-02
-7.980482048000e+00, 1.267098e-02
-7.960873984000e+00, 8.014778e-03
-7.941265920000e+00, 4.579873e-03
-7.921657856000e+00, 3.282242e-03
-7.902049792000e+00, 4.350880e-03
