% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 10.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 16:39:25 +0800
% Time (s), Probe A (Probe A) (V)
-2.027753932800e+01, 3.183012e-02
-2.025793126400e+01, 2.824255e-02
-2.023832320000e+01, 2.526563e-02
-2.021871513600e+01, 2.198339e-02
-2.019910707200e+01, 1.831949e-02
-2.017949900800e+01, 1.717452e-02
-2.015989094400e+01, 1.954079e-02
-2.014028288000e+01, 2.167807e-02
-2.012067481600e+01, 1.984612e-02
-2.010106675200e+01, 1.435027e-02
-2.008145868800e+01, 9.083415e-03
-2.006185062400e+01, 8.014778e-03
-2.004224256000e+01, 1.122069e-02
-2.002263449600e+01, 1.488459e-02
-2.000302643200e+01, 1.641121e-02
-1.998341836800e+01, 1.541891e-02
-1.996381030400e+01, 1.427394e-02
-1.994420224000e+01, 1.427394e-02
-1.992459417600e+01, 1.564790e-02
-1.990498611200e+01, 1.732719e-02
-1.988537804800e+01, 1.847216e-02
-1.986576998400e+01, 1.931180e-02
-1.984616192000e+01, 1.992245e-02
-1.982655385600e+01, 2.015144e-02
-1.980694579200e+01, 1.984612e-02
-1.978733772800e+01, 1.923547e-02
-1.976772966400e+01, 1.900647e-02
-1.974812160000e+01, 2.015144e-02
-1.972851353600e+01, 2.190706e-02
-1.970890547200e+01, 2.335735e-02
-1.968929740800e+01, 2.434966e-02
-1.966968934400e+01, 2.450232e-02
-1.965008128000e+01, 2.465498e-02
-1.963047321600e+01, 2.534197e-02
-1.961086515200e+01, 2.602895e-02
-1.959125708800e+01, 2.572362e-02
-1.957164902400e+01, 2.465498e-02
-1.955204096000e+01, 2.274670e-02
-1.953243289600e+01, 2.083842e-02
-1.951282483200e+01, 1.976979e-02
-1.949321676800e+01, 1.938813e-02
-1.947360870400e+01, 1.893014e-02
-1.945400064000e+01, 1.862482e-02
-1.943439257600e+01, 1.839582e-02
-1.941478451200e+01, 1.862482e-02
-1.939517644800e+01, 1.893014e-02
-1.937556838400e+01, 1.885381e-02
-1.935596032000e+01, 1.870115e-02
-1.933635225600e+01, 1.847216e-02
-1.931674419200e+01, 1.824316e-02
-1.929713612800e+01, 1.839582e-02
-1.927752806400e+01, 1.961712e-02
-1.925792000000e+01, 2.236505e-02
-1.923831193600e+01, 2.587628e-02
-1.921870387200e+01, 2.854788e-02
-1.919909580800e+01, 3.022716e-02
-1.917948774400e+01, 3.129580e-02
-1.915987968000e+01, 2.984551e-02
-1.914027161600e+01, 2.602895e-02
-1.912066355200e+01, 2.045677e-02
-1.910105548800e+01, 1.465559e-02
-1.908144742400e+01, 1.160235e-02
-1.906183936000e+01, 1.358696e-02
-1.904223129600e+01, 1.717452e-02
-1.902262323200e+01, 2.099109e-02
-1.900301516800e+01, 2.351002e-02
-1.898340710400e+01, 2.404433e-02
-1.896379904000e+01, 2.564729e-02
-1.894419097600e+01, 3.030349e-02
-1.892458291200e+01, 3.847093e-02
-1.890497484800e+01, 4.824133e-02
-1.888536678400e+01, 5.381351e-02
-1.886575872000e+01, 4.885198e-02
-1.884615065600e+01, 4.083720e-02
-1.882654259200e+01, 3.618100e-02
-1.880693452800e+01, 3.915792e-02
-1.878732646400e+01, 4.808867e-02
-1.876771840000e+01, 5.442416e-02
-1.874811033600e+01, 5.053127e-02
-1.872850227200e+01, 4.144785e-02
-1.870889420800e+01, 3.221177e-02
-1.868928614400e+01, 2.618161e-02
-1.866967808000e+01, 2.511297e-02
-1.865007001600e+01, 2.602895e-02
-1.863046195200e+01, 2.671593e-02
-1.861085388800e+01, 2.900586e-02
-1.859124582400e+01, 3.144846e-02
-1.857163776000e+01, 3.266976e-02
-1.855202969600e+01, 3.419639e-02
-1.853242163200e+01, 3.640999e-02
-1.851281356800e+01, 4.007389e-02
-1.849320550400e+01, 4.503542e-02
-1.847359744000e+01, 4.885198e-02
-1.845398937600e+01, 4.984429e-02
-1.843438131200e+01, 4.824133e-02
-1.841477324800e+01, 4.381412e-02
-1.839516518400e+01, 3.709697e-02
-1.837555712000e+01, 2.854788e-02
-1.835594905600e+01, 1.862482e-02
-1.833634099200e+01, 9.541403e-03
-1.831673292800e+01, 2.824255e-03
-1.829712486400e+01, -2.366268e-03
-1.827751680000e+01, -6.106498e-03
-1.825790873600e+01, -7.251466e-03
-1.823830067200e+01, -3.892892e-03
-1.821869260800e+01, 2.366268e-03
-1.819908454400e+01, 8.243772e-03
-1.817947648000e+01, 1.228933e-02
-1.815986841600e+01, 1.358696e-02
-1.814026035200e+01, 1.022838e-02
-1.812065228800e+01, 4.045555e-03
-1.810104422400e+01, -2.213605e-03
-1.808143616000e+01, -6.488154e-03
-1.806182809600e+01, -6.717147e-03
-1.804222003200e+01, -2.671593e-03
-1.802261196800e+01, 3.129580e-03
-1.800300390400e+01, 7.862116e-03
-1.798339584000e+01, 9.999390e-03
-1.796378777600e+01, 9.465071e-03
-1.794417971200e+01, 9.770396e-03
-1.792457164800e+01, 1.213666e-02
-1.790496358400e+01, 1.480826e-02
-1.788535552000e+01, 1.664021e-02
-1.786574745600e+01, 1.679287e-02
-1.784613939200e+01, 1.518991e-02
-1.782653132800e+01, 1.396861e-02
-1.780692326400e+01, 1.427394e-02
-1.778731520000e+01, 1.518991e-02
-1.776770713600e+01, 1.702186e-02
-1.774809907200e+01, 2.022777e-02
-1.772849100800e+01, 2.412067e-02
-1.770888294400e+01, 2.686859e-02
-1.768927488000e+01, 2.709758e-02
-1.766966681600e+01, 2.564729e-02
-1.765005875200e+01, 2.526563e-02
-1.763045068800e+01, 2.786090e-02
-1.761084262400e+01, 3.198278e-02
-1.759123456000e+01, 3.534135e-02
-1.757162649600e+01, 3.740230e-02
-1.755201843200e+01, 3.717330e-02
-1.753241036800e+01, 3.564668e-02
-1.751280230400e+01, 3.633366e-02
-1.749319424000e+01, 3.831827e-02
-1.747358617600e+01, 3.877626e-02
-1.745397811200e+01, 3.839460e-02
-1.743437004800e+01, 3.747863e-02
-1.741476198400e+01, 3.648632e-02
-1.739515392000e+01, 3.640999e-02
-1.737554585600e+01, 3.503603e-02
-1.735593779200e+01, 3.137213e-02
-1.733632972800e+01, 2.770823e-02
-1.731672166400e+01, 2.351002e-02
-1.729711360000e+01, 1.915914e-02
-1.727750553600e+01, 1.770884e-02
-1.725789747200e+01, 1.786151e-02
-1.723828940800e+01, 1.709819e-02
-1.721868134400e+01, 1.732719e-02
-1.719907328000e+01, 1.656387e-02
-1.717946521600e+01, 1.465559e-02
-1.715985715200e+01, 1.465559e-02
-1.714024908800e+01, 1.549524e-02
-1.712064102400e+01, 1.580056e-02
-1.710103296000e+01, 1.641121e-02
-1.708142489600e+01, 1.488459e-02
-1.706181683200e+01, 1.312897e-02
-1.704220876800e+01, 1.442660e-02
-1.702260070400e+01, 1.534258e-02
-1.700299264000e+01, 1.518991e-02
-1.698338457600e+01, 1.572423e-02
-1.696377651200e+01, 1.488459e-02
-1.694416844800e+01, 1.312897e-02
-1.692456038400e+01, 1.289998e-02
-1.690495232000e+01, 1.396861e-02
-1.688534425600e+01, 1.473193e-02
-1.686573619200e+01, 1.404494e-02
-1.684612812800e+01, 1.228933e-02
-1.682652006400e+01, 1.213666e-02
-1.680691200000e+01, 1.335796e-02
-1.678730393600e+01, 1.404494e-02
-1.676769587200e+01, 1.457926e-02
-1.674808780800e+01, 1.541891e-02
-1.672847974400e+01, 1.656387e-02
-1.670887168000e+01, 1.778517e-02
-1.668926361600e+01, 1.877748e-02
-1.666965555200e+01, 1.954079e-02
-1.665004748800e+01, 2.007511e-02
-1.663043942400e+01, 1.877748e-02
-1.661083136000e+01, 1.755618e-02
-1.659122329600e+01, 1.770884e-02
-1.657161523200e+01, 1.786151e-02
-1.655200716800e+01, 1.763251e-02
-1.653239910400e+01, 1.725086e-02
-1.651279104000e+01, 1.648754e-02
-1.649318297600e+01, 1.648754e-02
-1.647357491200e+01, 1.976979e-02
-1.645396684800e+01, 2.915853e-02
-1.643435878400e+01, 4.327980e-02
-1.641475072000e+01, 4.953896e-02
-1.639514265600e+01, 3.488337e-02
-1.637553459200e+01, 7.480460e-03
-1.635592652800e+01, -1.702186e-02
-1.633631846400e+01, -2.534197e-02
-1.631671040000e+01, -1.114436e-02
-1.629710233600e+01, 1.526624e-02
-1.627749427200e+01, 4.480643e-02
-1.625788620800e+01, 7.358330e-02
-1.623827814400e+01, 9.678799e-02
-1.621867008000e+01, 1.124359e-01
-1.619906201600e+01, 1.204507e-01
-1.617945395200e+01, 1.009862e-01
-1.615984588800e+01, 4.015022e-02
-1.614023782400e+01, -4.938630e-02
-1.612062976000e+01, -1.164814e-01
-1.610102169600e+01, -1.087720e-01
-1.608141363200e+01, -1.954079e-02
-1.606180556800e+01, 9.747497e-02
-1.604219750400e+01, 1.659441e-01
-1.602258944000e+01, 1.334270e-01
-1.600298137600e+01, 3.015083e-02
-1.598337331200e+01, -5.763007e-02
-1.596376524800e+01, -5.144724e-02
-1.594415718400e+01, 4.358513e-02
-1.592454912000e+01, 1.494565e-01
-1.590494105600e+01, 1.968582e-01
-1.588533299200e+01, 1.660967e-01
-1.586572492800e+01, 1.162524e-01
-1.584611686400e+01, 8.297204e-02
-1.582650880000e+01, 6.846910e-02
-1.580690073600e+01, 5.633244e-02
-1.578729267200e+01, 3.686798e-02
