% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 10.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 16:48:05 +0800
% Time (s), Probe A (Probe A) (V)
-1.000011264000e+01, 9.846727e-03
-9.980504576000e+00, 9.083415e-03
-9.960896512000e+00, 9.083415e-03
-9.941288448000e+00, 9.236078e-03
-9.921680384000e+00, 9.694065e-03
-9.902072320000e+00, 1.068637e-02
-9.882464256000e+00, 1.152601e-02
-9.862856192000e+00, 1.160235e-02
-9.843248128000e+00, 1.106803e-02
-9.823640064000e+00, 1.045738e-02
-9.804032000000e+00, 9.846727e-03
-9.784423936000e+00, 9.236078e-03
-9.764815872000e+00, 8.472765e-03
-9.745207808000e+00, 8.396434e-03
-9.725599744000e+00, 9.236078e-03
-9.705991680000e+00, 9.923059e-03
-9.686383616000e+00, 9.999390e-03
-9.666775552000e+00, 9.541403e-03
-9.647167488000e+00, 8.701759e-03
-9.627559424000e+00, 8.167441e-03
-9.607951360000e+00, 8.167441e-03
-9.588343296000e+00, 8.320103e-03
-9.568735232000e+00, 8.320103e-03
-9.549127168000e+00, 8.167441e-03
-9.529519104000e+00, 8.014778e-03
-9.509911040000e+00, 8.091109e-03
-9.490302976000e+00, 8.014778e-03
-9.470694912000e+00, 7.938447e-03
-9.451086848000e+00, 7.862116e-03
-9.431478784000e+00, 7.785784e-03
-9.411870720000e+00, 8.091109e-03
-9.392262656000e+00, 8.778090e-03
-9.372654592000e+00, 9.846727e-03
-9.353046528000e+00, 1.122069e-02
-9.333438464000e+00, 1.274731e-02
-9.313830400000e+00, 1.412128e-02
-9.294222336000e+00, 1.503725e-02
-9.274614272000e+00, 1.488459e-02
-9.255006208000e+00, 1.427394e-02
-9.235398144000e+00, 1.435027e-02
-9.215790080000e+00, 1.450293e-02
-9.196182016000e+00, 1.419761e-02
-9.176573952000e+00, 1.465559e-02
-9.156965888000e+00, 1.534258e-02
-9.137357824000e+00, 1.526624e-02
-9.117749760000e+00, 1.557157e-02
-9.098141696000e+00, 1.564790e-02
-9.078533632000e+00, 1.580056e-02
-9.058925568000e+00, 1.648754e-02
-9.039317504000e+00, 1.625855e-02
-9.019709440000e+00, 1.557157e-02
-9.000101376000e+00, 1.580056e-02
-8.980493312000e+00, 1.473193e-02
