% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 50.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 14:11:55 +0800
% Time (s), Probe A (Probe A) (V)
-1.216115465600e+01, -7.289632e-02
-1.214758518400e+01, -1.221300e-01
-1.213401571200e+01, -7.549158e-02
-1.212044624000e+01, 1.327400e-01
-1.210687676800e+01, 1.431974e-01
-1.209330729600e+01, 5.411884e-02
-1.207973782400e+01, -5.747741e-02
-1.206616835200e+01, 1.383885e-01
-1.205259888000e+01, 1.227406e-01
-1.203902940800e+01, -7.656021e-02
-1.202545993600e+01, -2.021251e-01
-1.201189046400e+01, 4.434844e-02
-1.199832099200e+01, 9.312409e-02
-1.198475152000e+01, -1.030471e-02
-1.197118204800e+01, -1.383885e-01
-1.195761257600e+01, 6.144663e-02
-1.194404310400e+01, 1.320530e-01
-1.193047363200e+01, 4.663838e-02
-1.191690416000e+01, -1.298394e-01
-1.190333468800e+01, -4.862299e-02
-1.188976521600e+01, 1.534258e-02
-1.187619574400e+01, 1.770884e-02
-1.186262627200e+01, -7.663654e-02
-1.184905680000e+01, -6.709514e-02
-1.183548732800e+01, 9.236078e-02
-1.182191785600e+01, 1.084667e-01
-1.180834838400e+01, 2.595261e-03
-1.179477891200e+01, -4.152418e-02
-1.178120944000e+01, 4.274548e-02
-1.176763996800e+01, 7.594956e-02
-1.175407049600e+01, 7.785784e-03
-1.174050102400e+01, -8.694126e-02
-1.172693155200e+01, 3.045616e-02
-1.171336208000e+01, 3.892892e-02
-1.169979260800e+01, 9.594834e-02
-1.168622313600e+01, -7.640755e-02
-1.167265366400e+01, -7.404128e-02
-1.165908419200e+01, 7.396495e-02
-1.164551472000e+01, 6.862177e-02
-1.163194524800e+01, 1.244199e-02
-1.161837577600e+01, -2.213605e-02
-1.160480630400e+01, 6.213361e-02
-1.159123683200e+01, 4.037922e-02
-1.157766736000e+01, 2.144907e-02
-1.156409788800e+01, -1.160235e-01
-1.155052841600e+01, -2.954018e-02
-1.153695894400e+01, 4.182951e-02
-1.152338947200e+01, 3.373840e-02
-1.150982000000e+01, 1.061004e-02
-1.149625052800e+01, -1.221300e-03
-1.148268105600e+01, 8.640694e-02
-1.146911158400e+01, 8.320103e-02
-1.145554211200e+01, 6.259160e-03
-1.144197264000e+01, -5.701942e-02
-1.142840316800e+01, 5.098925e-02
-1.141483369600e+01, 9.365841e-02
-1.140126422400e+01, -3.205911e-03
-1.138769475200e+01, -1.116726e-01
-1.137412528000e+01, -1.772411e-01
-1.136055580800e+01, -7.846849e-02
-1.134698633600e+01, 2.289937e-02
-1.133341686400e+01, 2.213605e-02
-1.131984739200e+01, 3.457804e-02
-1.130627792000e+01, 9.052883e-02
-1.129270844800e+01, 1.375489e-01
-1.127913897600e+01, 9.281876e-02
-1.126556950400e+01, -2.305203e-02
-1.125200003200e+01, 4.244016e-02
-1.123843056000e+01, 7.862116e-02
-1.122486108800e+01, 1.526624e-01
-1.121129161600e+01, 1.679287e-02
-1.119772214400e+01, -3.724964e-02
-1.118415267200e+01, 3.442538e-02
-1.117058320000e+01, -7.633122e-03
-1.115701372800e+01, -1.664021e-01
-1.114344425600e+01, -1.738062e-01
-1.112987478400e+01, -8.694126e-02
-1.111630531200e+01, 6.121764e-02
-1.110273584000e+01, 4.358513e-02
-1.108916636800e+01, -7.503359e-02
-1.107559689600e+01, -9.541403e-03
-1.106202742400e+01, 1.645701e-01
-1.104845795200e+01, 1.433500e-01
-1.103488848000e+01, -5.999634e-02
-1.102131900800e+01, -1.374725e-01
-1.100774953600e+01, 2.457865e-02
-1.099418006400e+01, 5.617978e-02
-1.098061059200e+01, -1.209087e-01
-1.096704112000e+01, -1.741878e-01
-1.095347164800e+01, -4.083720e-02
-1.093990217600e+01, 7.762885e-02
-1.092633270400e+01, 4.030288e-02
-1.091276323200e+01, -4.885198e-03
-1.089919376000e+01, 9.907792e-02
-1.088562428800e+01, 2.307493e-01
-1.087205481600e+01, 1.241909e-01
-1.085848534400e+01, -6.862177e-02
-1.084491587200e+01, -1.656387e-02
-1.083134640000e+01, 1.173974e-01
-1.081777692800e+01, 1.450293e-03
-1.080420745600e+01, -2.019724e-01
-1.079063798400e+01, -1.766304e-01
-1.077706851200e+01, 2.496031e-02
-1.076349904000e+01, 1.321293e-01
-1.074992956800e+01, 1.885381e-02
-1.073636009600e+01, -2.137274e-03
-1.072279062400e+01, 1.402205e-01
-1.070922115200e+01, 1.935760e-01
-1.069565168000e+01, 2.442599e-02
-1.068208220800e+01, -1.290761e-01
-1.066851273600e+01, -8.304837e-02
-1.065494326400e+01, 5.541647e-02
-1.064137379200e+01, -8.167441e-03
-1.062780432000e+01, -1.053371e-01
-1.061423484800e+01, 9.388740e-03
-1.060066537600e+01, 1.577766e-01
-1.058709590400e+01, 1.006045e-01
-1.057352643200e+01, -2.824255e-02
-1.055995696000e+01, -1.969345e-02
-1.054638748800e+01, 9.129214e-02
-1.053281801600e+01, 1.019022e-01
-1.051924854400e+01, -3.366207e-02
-1.050567907200e+01, -9.144480e-02
-1.049210960000e+01, 1.473193e-02
-1.047854012800e+01, 5.595078e-02
-1.046497065600e+01, -2.404433e-02
-1.045140118400e+01, -1.011389e-01
-1.043783171200e+01, 5.915670e-02
-1.042426224000e+01, 1.166341e-01
-1.041069276800e+01, 6.976674e-02
-1.039712329600e+01, -5.137091e-02
-1.038355382400e+01, 6.182829e-03
-1.036998435200e+01, 1.070164e-01
-1.035641488000e+01, -1.434264e-01
-1.034284540800e+01, -1.129702e-02
-1.032927593600e+01, -5.144724e-02
-1.031570646400e+01, 1.431210e-01
-1.030213699200e+01, 7.045372e-02
-1.028856752000e+01, 3.892892e-03
-1.027499804800e+01, 1.732719e-02
-1.026142857600e+01, 6.701881e-02
-1.024785910400e+01, 2.167807e-02
-1.023428963200e+01, -9.037616e-02
-1.022072016000e+01, -5.801173e-02
-1.020715068800e+01, 1.068637e-02
-1.019358121600e+01, 2.595261e-02
-1.018001174400e+01, -3.671532e-02
-1.016644227200e+01, 2.396800e-02
-1.015287280000e+01, 1.016732e-01
-1.013930332800e+01, 2.351002e-02
-1.012573385600e+01, -6.801112e-02
-1.011216438400e+01, -3.816561e-04
-1.009859491200e+01, 8.457499e-02
-1.008502544000e+01, 1.167868e-02
-1.007145596800e+01, -8.823889e-02
-1.005788649600e+01, -6.350758e-02
-1.004431702400e+01, 3.251710e-02
-1.003074755200e+01, 3.228811e-02
-1.001717808000e+01, -3.694431e-02
-1.000360860800e+01, 2.091475e-02
-9.990039136000e+00, 1.360222e-01
-9.976469664000e+00, 1.183897e-01
-9.962900192000e+00, 2.999817e-02
