% Moku:Go Digital Filter Box
% Input 1, AC coupling, 0 dB attenuation
% Input 2, DC coupling, 0 dB attenuation
% Control matrix: 1-1 = 1, 1-2 = 0, 2-1 = 0, 2-2 = 1
% Filter 1 - 8th-order Butterworth Lowpass, corner frequency 50.00 Hz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Filter 2 - 4th-order Elliptic Bandpass, corner frequencies 100.0 Hz, 10.00 kHz, sampling rate 3.9063 MHz, input offset 0.000 V, input gain +0.0 dB
% Output 1 - gain +20.0 dB, offset 0.000 0 V, output enabled
% Output 2 - gain +0.0 dB, offset 0.000 0 V, output disabled
% Acquired 2025-08-28 T 14:03:32 +0800
% Time (s), Probe A (Probe A) (V)
-4.722742272000e+00, 5.289754e-02
-4.717139968000e+00, 5.366085e-02
-4.711537664000e+00, 1.816683e-02
-4.705935360000e+00, -3.717330e-02
-4.700333056000e+00, -7.755252e-02
-4.694730752000e+00, -5.167624e-02
-4.689128448000e+00, 2.747924e-03
-4.683526144000e+00, 1.144968e-02
-4.677923840000e+00, -1.274731e-02
-4.672321536000e+00, -1.404494e-02
-4.666719232000e+00, 2.335735e-02
-4.661116928000e+00, 6.327858e-02
-4.655514624000e+00, 6.022533e-02
-4.649912320000e+00, 2.373901e-02
-4.644310016000e+00, 4.885198e-03
-4.638707712000e+00, 3.106681e-02
-4.633105408000e+00, 6.228628e-02
-4.627503104000e+00, 6.907975e-02
-4.621900800000e+00, 7.488093e-02
-4.616298496000e+00, 8.396434e-02
-4.610696192000e+00, 7.518625e-02
-4.605093888000e+00, 5.694309e-02
-4.599491584000e+00, 5.297387e-02
-4.593889280000e+00, 5.671410e-02
-4.588286976000e+00, 4.228750e-02
-4.582684672000e+00, 8.778090e-03
-4.577082368000e+00, -2.106742e-02
-4.571480064000e+00, -4.389045e-02
-4.565877760000e+00, -6.114131e-02
-4.560275456000e+00, -6.343124e-02
-4.554673152000e+00, -6.762946e-02
-4.549070848000e+00, -8.312470e-02
-4.543468544000e+00, -8.083476e-02
-4.537866240000e+00, -1.557157e-02
-4.532263936000e+00, 7.778151e-02
-4.526661632000e+00, 1.114436e-01
-4.521059328000e+00, 4.114253e-02
-4.515457024000e+00, -7.465193e-02
-4.509854720000e+00, -1.156418e-01
-4.504252416000e+00, -4.106620e-02
-4.498650112000e+00, 5.045494e-02
-4.493047808000e+00, 6.274426e-02
-4.487445504000e+00, 3.801295e-02
-4.481843200000e+00, 5.411884e-02
-4.476240896000e+00, 9.678799e-02
-4.470638592000e+00, 1.015205e-01
-4.465036288000e+00, 4.266915e-02
-4.459433984000e+00, -4.633305e-02
-4.453831680000e+00, -1.225879e-01
-4.448229376000e+00, -1.341903e-01
-4.442627072000e+00, -9.503237e-02
-4.437024768000e+00, -5.526380e-02
-4.431422464000e+00, -3.282242e-02
-4.425820160000e+00, -3.847093e-02
-4.420217856000e+00, -8.549097e-03
-4.414615552000e+00, 5.076026e-02
-4.409013248000e+00, 6.999573e-02
-4.403410944000e+00, 5.908036e-02
-4.397808640000e+00, 4.297448e-02
-4.392206336000e+00, 4.885198e-03
-4.386604032000e+00, -3.808928e-02
